key,tab,kind,text,standalone,topic,parent,x,y,type,direction,rowkind,value,measured_by,where_found,etype,erq,erp,if_true,if_false,latest,bridge,bottom_line,hook,question,ask,positivity,strength,form
lines-needed-connect-grids,,claim,"The lines needed to connect the grids would cost an enormous amount and take many years, and the state can harden its own system faster and cheaper.",,,texas-connect-its-separate,,,,,,,,,,,,,,,,,,,,,,
neighboring-regions-have-had,,claim,"Neighboring regions have had their own blackouts and shortages, so connection would not guarantee help in a crisis and could import their problems.",,,texas-connect-its-separate,,,,,,,,,,,,,,,,,,,,,,
judging-teachers-partly-students,,belief,Judging teachers partly by their students' test results generally makes schools better.,,teaching,,,,,,,,,,,,,,,,,The disagreement turns on whether test results measure what a teacher actually adds or mostly reflect which students walked in the door.,,,,50,Moderate,
without-measure-results-teacher,,claim,"Without a measure of results, teacher ratings rest on a principal's impression, and nearly everyone ends up rated the same.",,,judging-teachers-partly-students,,,,,,,,,,,,,,,,,,,,,,
parents-deserve-know-whether,,claim,"Parents deserve to know whether their child's teacher is helping students learn, and test growth is the one measure that can be compared across classrooms.",,,judging-teachers-partly-students,,,,,,,,,,,,,,,,,,,,,,
teachers-who-consistently-help,,claim,Teachers who consistently help students grow deserve recognition and pay that a system without measurement cannot give them.,,,judging-teachers-partly-students,,,,,,,,,,,,,,,,,,,,,,
students-arrive-wildly-different,,claim,"Students arrive with wildly different home lives and prior learning, and a single year's scores cannot cleanly separate the teacher's effect from everything else.",,,judging-teachers-partly-students,,,,,,,,,,,,,,,,,,,,,,
when-jobs-depend-scores,,claim,"When jobs depend on scores, teaching narrows to what is tested, and subjects, projects and habits that are not tested get pushed aside.",,,judging-teachers-partly-students,,,,,,,,,,,,,,,,,,,,,,
strong-teachers-avoid-hardest,,claim,"Strong teachers avoid the hardest schools and classes when a low score can cost them their job, which hurts exactly the students who need them most.",,,judging-teachers-partly-students,,,,,,,,,,,,,,,,,,,,,,
teachers-generally-do-best,,belief,Teachers generally do their best work when they control what and how they teach rather than following a set script.,,teaching,,,,,,,,,,,,,,,,,The disagreement turns on whether the average classroom is better served by an expert's plan applied faithfully or by a teacher's on-the-spot judgment about the children in front of them.,,,,-55,Moderate,
teacher-sees-each-child,,claim,"A teacher sees each child's confusion in real time and can change course, while a script written far away cannot.",,,teachers-generally-do-best,,,,,,,,,,,,,,,,,,,,,,
professionals-who-trusted-stay,,claim,"Professionals who are trusted stay in the job longer, and turnover harms students more than any curriculum choice.",,,teachers-generally-do-best,,,,,,,,,,,,,,,,,,,,,,
lessons-teacher-believes-taught,,claim,"Lessons a teacher believes in are taught with an energy that students notice, and scripted lessons rarely earn that belief.",,,teachers-generally-do-best,,,,,,,,,,,,,,,,,,,,,,
most-teachers-were-never,,claim,"Most teachers were never trained to design a curriculum, and asking each one to build their own means many students get an untested plan.",,,teachers-generally-do-best,,,,,,,,,,,,,,,,,,,,,,
well-designed-materials-carry,,claim,"Well-designed materials carry the judgment of many experts, and a teacher who follows them gives students a better lesson than most could write alone.",,,teachers-generally-do-best,,,,,,,,,,,,,,,,,,,,,,
children-who-move-between,,claim,"Children who move between classrooms and schools need continuity, and full teacher control means what a child learns depends on luck.",,,teachers-generally-do-best,,,,,,,,,,,,,,,,,,,,,,
statues-honoring-historical-figures,,belief,Statues honoring historical figures who did serious wrongs should generally be removed from public squares.,,history,,,,,,,,,,,,,,,,,The disagreement turns on whether a public statue is an honor that the living may withdraw or a record that the living have a duty to keep.,,,,50,Moderate,
statue-public-square-honor,,claim,"A statue in a public square is an honor paid by the community, not a history lesson, and a community is entitled to stop honoring someone whose deeds it now finds shameful.",,,statues-honoring-historical-figures,,,,,,,,,,,,,,,,,,,,,,
public-spaces-belong-people,,claim,"Public spaces belong to the people who use them now, and asking them to walk past a tribute to someone who harmed their ancestors is a daily insult they never agreed to.",,,statues-honoring-historical-figures,,,,,,,,,,,,,,,,,,,,,,
moving-statue-museum-explanation,,claim,Moving a statue to a museum with an explanation preserves the history better than leaving it on a pedestal with no context at all.,,,statues-honoring-historical-figures,,,,,,,,,,,,,,,,,,,,,,
removing-monuments-makes-uncomfortable,,claim,"Removing monuments makes the uncomfortable parts of the past easier to forget, and a society that cannot see its old heroes clearly cannot learn from its old mistakes.",,,statues-honoring-historical-figures,,,,,,,,,,,,,,,,,,,,,,
nearly-everyone-honored-past,,claim,"Nearly everyone honored in the past fails some test of the present, so a rule of removal has no natural stopping point and ends up emptying the squares.",,,statues-honoring-historical-figures,,,,,,,,,,,,,,,,,,,,,,
decisions-about-which-statues,,claim,"Decisions about which statues fall become contests of political power rather than judgments about history, and each side then tears down what the other side put up.",,,statues-honoring-historical-figures,,,,,,,,,,,,,,,,,,,,,,
historians-generally-judge-people,,belief,Historians generally should not judge people of the past by today's moral standards.,,history,,,,,,,,,,,,,,,,,The disagreement turns on whether understanding a past era requires setting aside our moral views or whether refusing to judge is itself a moral choice.,,,,-55,Moderate,
people-past-could-know,,claim,"People in the past could not know what later generations would learn, and blaming them for not seeing it is like blaming a doctor of an earlier century for not using medicine that had not been invented.",,,historians-generally-judge-people,,,,,,,,,,,,,,,,,,,,,,
historian-s-job-explain,,claim,"The historian's job is to explain why people acted as they did, and moral condemnation tends to replace that explanation with a verdict that teaches nothing.",,,historians-generally-judge-people,,,,,,,,,,,,,,,,,,,,,,
our-own-standards-will,,claim,"Our own standards will look wrong to our descendants in ways we cannot predict, so the humility we would want from them is the humility we owe the past.",,,historians-generally-judge-people,,,,,,,,,,,,,,,,,,,,,,
nearly-every-era-there,,claim,"In nearly every era there were people who objected to the cruelties of their time, which shows the alternatives were visible and the choice to ignore them was a real choice.",,,historians-generally-judge-people,,,,,,,,,,,,,,,,,,,,,,
declining-judge-neutral-because,,claim,"Declining to judge is not neutral, because a history told without moral weight quietly tells readers that the suffering of the victims did not much matter.",,,historians-generally-judge-people,,,,,,,,,,,,,,,,,,,,,,
history-written-living-readers,,claim,"History is written for the living, and readers need to know not only what happened but whether it was right, or the past cannot guide anything they do next.",,,historians-generally-judge-people,,,,,,,,,,,,,,,,,,,,,,
fish-clearly-feel-pain,,belief,"Fish clearly feel pain in a way that matters, not just a reflex to avoid harm.",,animals,,,,,,,,,,,,,,,,,"It comes down to whether behaving as if hurt is enough to conclude that something is felt, or whether a mammal-like brain is required.",,,,55,Moderate,
fish-have-nerve-structures,,claim,"Fish have the nerve structures and chemical messengers that carry pain signals in mammals, so the machinery for feeling pain is present.",,,fish-clearly-feel-pain,,,,,,,,,,,,,,,,,,,,,,
fish-change-behavior-long,,claim,"Fish change their behavior for a long time after an injury, including avoiding places where they were hurt, which a simple reflex would not produce.",,,fish-clearly-feel-pain,,,,,,,,,,,,,,,,,,,,,,
pain-relief-drugs-return,,claim,"Pain relief drugs return injured fish to normal behavior, which is what you would expect if the injury was being felt rather than just detected.",,,fish-clearly-feel-pain,,,,,,,,,,,,,,,,,,,,,,
fish-lack-outer-brain,,claim,"Fish lack the outer brain layer that in mammals turns damage signals into conscious suffering, so the signals may never become an experience.",,,fish-clearly-feel-pain,,,,,,,,,,,,,,,,,,,,,,
avoiding-place-where-you,,claim,"Avoiding a place where you were hurt can be learned without any feeling, as simple machines and insects already show.",,,fish-clearly-feel-pain,,,,,,,,,,,,,,,,,,,,,,
judging-animal-s-inner,,claim,Judging an animal's inner life from behavior that looks like ours projects human experience onto a creature built very differently.,,,fish-clearly-feel-pain,,,,,,,,,,,,,,,,,,,,,,
claims-apes-parrots-understand,,belief,Claims that apes and parrots understand language generally reflect human wishful thinking rather than real ability.,,animals,,,,,,,,,,,,,,,,,"The disagreement is about where understanding begins: at using a sign for something absent, or only at building new sentences.",,,,-50,Moderate,
trained-animals-mostly-produce,,claim,"Trained animals mostly produce signs or words when a reward follows, which is what you would expect from learned tricks rather than from meaning.",,,claims-apes-parrots-understand,,,,,,,,,,,,,,,,,,,,,,
people-reporting-animal-s,,claim,"The people reporting an animal's language use are usually the ones who raised and love it, and they read intention into ambiguous signs.",,,claims-apes-parrots-understand,,,,,,,,,,,,,,,,,,,,,,
no-animal-has-been,,claim,"No animal has been shown to combine signs into new sentences with grammar, which is the part of language that separates it from a vocabulary of signals.",,,claims-apes-parrots-understand,,,,,,,,,,,,,,,,,,,,,,
some-animals-use-learned,,claim,"Some animals use learned signs to ask for things that are not present, which shows the sign stands for an idea and not just a trained response.",,,claims-apes-parrots-understand,,,,,,,,,,,,,,,,,,,,,,
wild-animals-already-use,,claim,"Wild animals already use different calls for different dangers and answer accordingly, so a foundation for meaningful communication exists without any human trainer.",,,claims-apes-parrots-understand,,,,,,,,,,,,,,,,,,,,,,
demanding-full-human-grammar,,claim,Demanding full human grammar before counting anything as understanding sets a bar designed so that only humans can clear it.,,,claims-apes-parrots-understand,,,,,,,,,,,,,,,,,,,,,,
most-people-depression-anxiety,,belief,Most people with depression or anxiety would clearly benefit from professional treatment rather than handling it on their own.,,psychology,,,,,,,,,,,,,,,,,The disagreement turns on whether common sadness and worry are illnesses that need expert care or ordinary struggles that most people can and should work through themselves.,,,,55,Moderate,
trained-therapists-doctors-have,,claim,"Trained therapists and doctors have methods that work and that a person cannot easily apply to themselves, just as a person cannot set their own broken bone well.",,,most-people-depression-anxiety,,,,,,,,,,,,,,,,,,,,,,
very-symptoms-depression-low,,claim,"The very symptoms of depression, low energy and hopelessness, make self-help unlikely to succeed, because the illness attacks the will needed to fight it.",,,most-people-depression-anxiety,,,,,,,,,,,,,,,,,,,,,,
untreated-problems-tend-grow,,claim,"Untreated problems tend to grow, affecting work, family, and physical health, so early professional care prevents larger costs later.",,,most-people-depression-anxiety,,,,,,,,,,,,,,,,,,,,,,
sadness-worry-normal-responses,,claim,"Sadness and worry are normal responses to hard lives, and calling them illnesses teaches people they are broken when they are simply struggling.",,,most-people-depression-anxiety,,,,,,,,,,,,,,,,,,,,,,
many-people-recover-fully,,claim,"Many people recover fully through exercise, sleep, friendship, and time, and steering them all toward clinics uses up limited care that the severely ill need.",,,most-people-depression-anxiety,,,,,,,,,,,,,,,,,,,,,,
treatment-carries-its-own,,claim,"Treatment carries its own risks, including medication side effects and dependence on a therapist, that are worth accepting only when the problem is serious.",,,most-people-depression-anxiety,,,,,,,,,,,,,,,,,,,,,,
teaching-children-build-toughness,,belief,Teaching children to build toughness and tolerate discomfort does more for their mental health than teaching them to monitor and talk about their feelings.,,psychology,,,,,,,,,,,,,,,,,The disagreement turns on whether paying close attention to feelings makes children stronger by helping them ask for help or weaker by making small worries loom large.,,,,-45,Moderate,
constant-attention-feelings-can,,claim,"Constant attention to feelings can make small worries seem large, and children who learn to push through discomfort discover they can handle more than they feared.",,,teaching-children-build-toughness,,,,,,,,,,,,,,,,,,,,,,
life-will-bring-hardship,,claim,"Life will bring hardship that no amount of talking can prevent, so the skill that lasts is the ability to keep going through it.",,,teaching-children-build-toughness,,,,,,,,,,,,,,,,,,,,,,
children-who-treated-fragile,,claim,"Children who are treated as fragile tend to act fragile, while children expected to cope generally rise to the expectation.",,,teaching-children-build-toughness,,,,,,,,,,,,,,,,,,,,,,
children-who-cannot-name,,claim,"Children who cannot name what they feel cannot ask for help, and telling them to tough it out teaches them to hide problems until they become crises.",,,teaching-children-build-toughness,,,,,,,,,,,,,,,,,,,,,,
toughness-training-works-children,,claim,"Toughness training works for children who are already secure, but for a child who is being bullied or abused it means suffering in silence.",,,teaching-children-build-toughness,,,,,,,,,,,,,,,,,,,,,,
talking-about-feelings-building,,claim,Talking about feelings and building toughness are not opposites; naming a fear is often the first step to facing it.,,,teaching-children-build-toughness,,,,,,,,,,,,,,,,,,,,,,
tariffs-imported-goods-generally,,belief,Tariffs on imported goods generally cost a country's consumers more than they save its workers.,,trade,,,,,,,,,,,,,,,,,Whether a small cost spread across everyone is worse than a large cost concentrated on the towns and workers who lose.,,,,55,Moderate,
tariff-raises-price-good,,claim,"A tariff raises the price of the good for every buyer in the country, while it protects only the workers in one industry.",,,tariffs-imported-goods-generally,,,,,,,,,,,,,,,,,,,,,,
other-countries-answer-tariffs,,claim,"Other countries answer tariffs with their own, so exporters in industries that were never in trouble lose their foreign customers.",,,tariffs-imported-goods-generally,,,,,,,,,,,,,,,,,,,,,,
industries-shielded-foreign-competition,,claim,"Industries shielded from foreign competition tend to stop improving, so the country ends up paying more for worse products.",,,tariffs-imported-goods-generally,,,,,,,,,,,,,,,,,,,,,,
when-factory-closes-whole,,claim,"When a factory closes, a whole town can lose its tax base, its shops and its future, and that damage is far larger than a small price increase spread across everyone.",,,tariffs-imported-goods-generally,,,,,,,,,,,,,,,,,,,,,,
when-tariff-removed-importers,,claim,"When a tariff is removed, importers and retailers often keep much of the price difference for themselves rather than passing it on, so the saving that reaches shoppers is smaller than the wages that were lost.",,,tariffs-imported-goods-generally,,,,,,,,,,,,,,,,,,,,,,
country-lets-its-factories,,claim,"A country that lets its factories die loses the skills and supply chains it would need in a war or a crisis, and no price saving is worth that.",,,tariffs-imported-goods-generally,,,,,,,,,,,,,,,,,,,,,,
country-protect-its-key,,belief,A country should protect its key manufacturing industries with tariffs even when imports are cheaper.,,trade,,,,,,,,,,,,,,,,,Whether the goods a country cannot afford to lose can be identified honestly and protected more cheaply than with a tariff.,,,,-55,Moderate,
country-cannot-make-its,,claim,"A country that cannot make its own steel, chips or medicine is at the mercy of whoever does, and that is a matter of security rather than price.",,,country-protect-its-key,,,,,,,,,,,,,,,,,,,,,,
manufacturing-jobs-offer-steady,,claim,Manufacturing jobs offer steady middle-class pay to people without college degrees in a way that few service jobs do.,,,country-protect-its-key,,,,,,,,,,,,,,,,,,,,,,
new-industries-need-time,,claim,"New industries need time to grow before they can compete with established foreign rivals, and a tariff buys that time.",,,country-protect-its-key,,,,,,,,,,,,,,,,,,,,,,
every-industry-calls-itself,,claim,"Every industry calls itself key when a tariff is on offer, so protection ends up going to whoever lobbies hardest rather than to what a country truly needs.",,,country-protect-its-key,,,,,,,,,,,,,,,,,,,,,,
manufacturers-who-use-protected,,claim,"Manufacturers who use the protected good as an input pay more, so protecting one industry weakens the ones that depend on it.",,,country-protect-its-key,,,,,,,,,,,,,,,,,,,,,,
country-wants-secure-supply,,claim,"A country that wants secure supply can stockpile goods or fund a few plants directly, which costs far less than taxing every buyer.",,,country-protect-its-key,,,,,,,,,,,,,,,,,,,,,,
raising-minimum-wage-generally,,belief,Raising the minimum wage generally helps low-paid workers more than it hurts them.,,jobs,,,,,,,,,,,,,,,,,Whether employers respond to a higher wage floor mostly by paying more or mostly by hiring less.,,,,55,Moderate,
single-worker-has-almost,,claim,"A single worker has almost no power to bargain with a large employer, and a wage floor gives them the bargaining position they lack.",,,raising-minimum-wage-generally,,,,,,,,,,,,,,,,,,,,,,
low-paid-workers-spend,,claim,"Low-paid workers spend nearly everything they earn, so higher wages flow straight back into local businesses.",,,raising-minimum-wage-generally,,,,,,,,,,,,,,,,,,,,,,
when-wages-too-low,,claim,"When wages are too low to live on, taxpayers end up topping them up through public benefits, which is a subsidy to low-paying employers.",,,raising-minimum-wage-generally,,,,,,,,,,,,,,,,,,,,,,
when-labor-costs-more,,claim,"When labor costs more, employers hire fewer people, cut hours or turn to machines, and the workers who lose out are the least skilled.",,,raising-minimum-wage-generally,,,,,,,,,,,,,,,,,,,,,,
small-businesses-poorer-regions,,claim,"Small businesses in poorer regions cannot pay what a big-city employer can, so one national floor destroys jobs where they are most needed.",,,raising-minimum-wage-generally,,,,,,,,,,,,,,,,,,,,,,
many-minimum-wage-earners,,claim,"Many minimum-wage earners are young people or second earners in comfortable households, so a higher minimum wage misses the poorest families it is meant to help.",,,raising-minimum-wage-generally,,,,,,,,,,,,,,,,,,,,,,
employers-generally-free-fire,,belief,"Employers should generally be free to fire workers without having to show a reason, as long as the firing is not discriminatory.",,jobs,,,,,,,,,,,,,,,,,Whether making firing easy creates more jobs than it makes worse.,,,,-55,Moderate,
employer-who-knows-firing,,claim,"An employer who knows firing will be hard is slower to hire in the first place, so strict rules protect people who have jobs at the expense of people who want them.",,,employers-generally-free-fire,,,,,,,,,,,,,,,,,,,,,,
small-businesses-cannot-afford,,claim,Small businesses cannot afford the lawyers and paperwork needed to build a case for every dismissal.,,,employers-generally-free-fire,,,,,,,,,,,,,,,,,,,,,,
workers-can-quit-job,,claim,"Workers can quit a job without giving a reason, so fairness requires that employers be able to end the same working relationship without giving one.",,,employers-generally-free-fire,,,,,,,,,,,,,,,,,,,,,,
losing-job-can-mean,,claim,"Losing a job can mean losing a home, health coverage and a family's stability, and something that serious should require a reason.",,,employers-generally-free-fire,,,,,,,,,,,,,,,,,,,,,,
workers-who-can-fired,,claim,"Workers who can be fired at any moment are afraid to report safety problems, harassment or fraud.",,,employers-generally-free-fire,,,,,,,,,,,,,,,,,,,,,,
rules-against-unfair-dismissal,,claim,"Rules against unfair dismissal push employers to hire more carefully and manage better, which improves the workplace for everyone.",,,employers-generally-free-fire,,,,,,,,,,,,,,,,,,,,,,
internet-providers-generally-barred,,belief,"Internet providers should generally be barred by law from speeding up, slowing down or charging extra for particular websites and services.",,internet,,,,,,,,,,,,,,,,,"The disagreement turns on whether competition and public attention are enough to keep providers honest, or whether the lack of choice in home internet makes a legal rule necessary.",,,,60,Moderate,
provider-can-slow-down,,claim,"A provider that can slow down or charge extra for certain traffic gains a veto over which websites and services succeed, and that power belongs with users, not with the company selling the connection.",,,internet-providers-generally-barred,,,,,,,,,,,,,,,,,,,,,,
many-households-have-little,,claim,"Many households have little real choice of home internet provider, so competition alone cannot punish one that plays favorites.",,,internet-providers-generally-barred,,,,,,,,,,,,,,,,,,,,,,
new-services-start-small,,claim,"New services start small and cannot pay for fast lanes, so a rule of equal treatment keeps the door open for the next useful idea.",,,internet-providers-generally-barred,,,,,,,,,,,,,,,,,,,,,,
all-traffic-alike-live,,claim,"Not all traffic is alike; a live video call suffers far more from delay than a file download does, and a legal ban on favoring traffic turns sensible prioritizing into a legal risk.",,,internet-providers-generally-barred,,,,,,,,,,,,,,,,,,,,,,
building-faster-networks-costs,,claim,"Building faster networks costs a great deal, and letting providers charge the services that send the most traffic for faster delivery helps pay for upgrades that all users share.",,,internet-providers-generally-barred,,,,,,,,,,,,,,,,,,,,,,
providers-rarely-block-throttle,,claim,"Providers rarely block or throttle in practice because customers and the press notice quickly, so the rule solves a problem that mostly does not occur.",,,internet-providers-generally-barred,,,,,,,,,,,,,,,,,,,,,,
laws-require-people-prove,,belief,Laws that require people to prove their age before using social media do more harm than good.,,internet,,,,,,,,,,,,,,,,,The disagreement turns on whether the privacy and access costs of checking everyone's age outweigh the harm to children the checks are meant to prevent.,,,,-50,Moderate,
proving-age-means-handing,,claim,"Proving age means handing an ID or a face scan to a company or a middleman, which creates a new store of sensitive data that can leak or be misused.",,,laws-require-people-prove,,,,,,,,,,,,,,,,,,,,,,
teenagers-who-blocked-mainstream,,claim,"Teenagers who are blocked from mainstream sites do not stop going online; they move to smaller, less moderated places where the risks are greater.",,,laws-require-people-prove,,,,,,,,,,,,,,,,,,,,,,
age-rules-set-law,,claim,"Age rules set by law sweep in adults too, since everyone has to pass the same check, so a protection for minors becomes a barrier for all.",,,laws-require-people-prove,,,,,,,,,,,,,,,,,,,,,,
society-already-requires-proof,,claim,"Society already requires proof of age for alcohol, gambling and driving, and there is no principled reason that products children use heavily and that are built to hold their attention should be exempt.",,,laws-require-people-prove,,,,,,,,,,,,,,,,,,,,,,
leaving-choice-parents-has,,claim,"Leaving the choice to parents has not worked, because a child needs only one friend with an account to feel left out, and parents cannot supervise every hour.",,,laws-require-people-prove,,,,,,,,,,,,,,,,,,,,,,
companies-can-verify-age,,claim,"Companies can verify age without keeping the underlying documents, but voluntary adoption has been patchy and inconsistent, which is why a uniform legal requirement is needed.",,,laws-require-people-prove,,,,,,,,,,,,,,,,,,,,,,
we-support-strengthen-democracy,,belief,We should support and strengthen democracy to restore the voter's voice.,,democracy-and-rule-of-law,,,,,,,,,,,,,,,,,"The problem diagnosis is strong: current electoral rules let unrepresentative primary electorates pick the choices, let mapmakers pick their voters, and make candidates depend on a narrow donor class. The reform mechanisms are less certain, since each specific fix (ranked-choice voting, nonpartisan primaries, commissions, donor matching) has real supporting evidence and real implementation risks, so this belief is strongest as ""fix the structures, state by state, and measure"" and weakest as a blanket endorsement of any one mechanism.",,,,80,Strong,
partisan-primaries-let-small,,claim,Partisan primaries let a small and unrepresentative group of voters pick the choices everyone else gets in the general election.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
gerrymandering-lets-legislators-choose,,claim,Gerrymandering lets legislators choose their voters instead of voters choosing their legislators.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
ranked-choice-voting-produces,,claim,Ranked-choice voting produces winners with broader support and reduces negative campaigning.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
campaign-finance-structures-make,,claim,Campaign finance structures make candidates dependent on a donor class whose interests differ from those of their constituents.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
third-parties-independents-kept,,claim,"Third parties and independents are kept out by structural election rules, not because they are unpopular.",,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
specific-electoral-reforms-have,,claim,Specific electoral reforms have real implementation problems and unintended consequences.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
two-party-system-has,,claim,The two-party system has stabilizing effects that alternative systems may not replicate.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
restoring-voter-s-voice,,claim,"Restoring the voter's voice assumes there is a single coherent will of the voters to restore, but on many issues public opinion contradicts itself.",,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
campaign-finance-restrictions-collide,,claim,Campaign finance restrictions collide with the First Amendment's protection of political spending as speech.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
nonpartisan-primaries-may-weaken,,claim,Nonpartisan primaries may weaken party accountability rather than strengthen the voter's voice.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
congress-polls-15-25,,claim,Congress polls at 15 to 25 percent approval while incumbent reelection rates exceed 90 percent.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
primary-voters-measure-significantly,,claim,Primary voters measure significantly more ideologically extreme than each party's general-election supporters.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
americans-identifying-independents-reached,,claim,"Americans identifying as independents reached 43 percent, more than either party, while remaining excluded from most primaries.",,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
alaska-s-first-federal,,claim,Alaska's first federal ranked-choice election showed none of the predicted voter confusion and had normal ballot-completion rates.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
independent-redistricting-commissions-arizona,,claim,Independent redistricting commissions in Arizona and California reduced safe seats by 15 to 20 percent compared with maps drawn by legislatures.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
policy-outcomes-correlate-preferences,,claim,Policy outcomes correlate with the preferences of economic elites at far higher rates than with the preferences of the median voter.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
burlington-vermont-adopted-ranked,,claim,"Burlington, Vermont adopted ranked-choice voting and then repealed it after the candidate with the most first-choice votes lost, though scholars dispute whether the result was actually unfair under the rules.",,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
evidence-whether-nonpartisan-primaries,,claim,The evidence on whether nonpartisan primaries actually moderate candidates is mixed.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
independent-voters-about-43,,interest,"Independent voters, about 43 percent of Americans, need a meaningful vote because they are locked out of primaries.",,,,,,,,,Political equality,,,,,,,,,,,,,,,,
voters-need-representatives-who,,interest,Voters need representatives who solve problems rather than perform for their base audiences.,,,,,,,,,Accountability,,,,,,,,,,,,,,,,
forward-party-other-third,,interest,The Forward Party and other third parties need open primaries and ranked-choice rules because they benefit directly from them.,,,,,,,,,,,,,,,,,,,,,,,,,
opponents-need-governmental-stability,,interest,Opponents need governmental stability and coherent governing coalitions.,,,,,,,,,Stability,,,,,,,,,,,,,,,,
voters-need-simple-ballots,,interest,Voters need simple ballots and elections they can understand.,,,,,,,,,Participation,,,,,,,,,,,,,,,,
incumbents-major-party-organizations,,interest,"Incumbents and major-party organizations need to protect the rules that protect them, and donors need to protect their channel of influence.",,,,,,,,,,,,,,,,,,,,,,,,,
decade-data-alaska-maine,,claim,A decade of data from Alaska and Maine will show that reformed states elect measurably more median-aligned representatives and that their approval-to-reelection gap narrows compared with matched unreformed states.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
legislators-jurisdictions-small-donor,,claim,Legislators in jurisdictions with small-donor matching will track constituent preferences better than legislators in jurisdictions without it.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
commission-drawn-maps-will,,claim,"Commission-drawn maps will keep producing 15 to 20 percent fewer safe seats than maps drawn by legislatures, cycle after cycle.",,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
jurisdictions-use-ranked-choice,,claim,Jurisdictions that use ranked-choice voting will show persistently lower rates of negative advertising.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
reformed-states-will-show,,claim,"Reformed states will show no movement on any objective criterion after two full election cycles, or repeal waves will spread beyond single incidents like Burlington.",,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
center-squeeze-other-pathological,,claim,Center-squeeze or other pathological outcomes will recur in ranked-choice elections at rates that measurably erode public trust in results.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
representatives-reformed-states-will,,claim,Representatives in reformed states will move toward their district medians no faster than representatives in unreformed states.,,,we-support-strengthen-democracy,,,,,,,,,,,,,,,,,,,,,,
